source_primary,source_secondary,target
CHEBI:12777,CHEBI:18145,MONDO:0002022
CHEBI:133021,CHEBI:28680,UMLS:C0796611
CHEBI:5779,CHEBI:52010,MONDO:0005709
CHEBI:3614,CHEBI:5130,MONDO:0020579
CHEBI:75722,CHEBI:41423,NCIT:C27003
CHEBI:2676,CHEBI:9321,MONDO:0005113
UNII:B1QE5P712K,CHEBI:18250,NCIT:C187286
UNII:K6BUU8J72P,UNII:2WU922TK3L,UMLS:C4049392
CHEBI:74460,CHEBI:17650,UMLS:C0033775
CHEBI:22469,PUBCHEM.COMPOUND:2758,MONDO:0004777
PUBCHEM.COMPOUND:657309,CHEBI:2549,MONDO:0005002
CHEBI:94557,CHEBI:5855,NCIT:C3244
CHEBI:4903,CHEBI:50838,MONDO:0011438
CHEBI:34764,CHEBI:74460,MONDO:0004795
CHEBI:15428,CHEBI:15365,UMLS:C1096458
UMLS:C0010682,CHEBI:46905,UMLS:C0232409
CHEBI:31638,CHEBI:230905,UMLS:C0278488
CHEBI:2500,CHEBI:16914,HP:0002638
UMLS:C0071214,NCBIGene:213,HP:0031273
CHEBI:16199,CHEBI:17650,UMLS:C0021564
UNII:4O5J85GJJB,CHEBI:41879,UMLS:C4551678
CHEBI:74460,CHEBI:17650,MONDO:0006552
CHEBI:74460,CHEBI:17650,UMLS:C0086196
CHEBI:190513,CHEBI:27300,UMLS:C0392519
CHEBI:47381,PUBCHEM.COMPOUND:3467,UMLS:C4551678
CHEBI:8093,CHEBI:8378,UMLS:C4551678
CHEBI:135581,CHEBI:6456,MONDO:0004872
DRUGBANK:DB13195,CHEBI:16914,MONDO:0006960
CHEBI:9150,CHEBI:49040,UMLS:C2047520
CHEBI:39548,CHEBI:49040,UMLS:C2047520
CHEBI:15365,CHEBI:22652,NCIT:C3244
CHEBI:15940,CHEBI:94731,MONDO:0006960
CHEBI:2676,CHEBI:48947,UMLS:C0851631
CHEBI:3614,CHEBI:27373,MONDO:0004605
UMLS:C0010592,CHEBI:2948,UMLS:C0340530
UMLS:C0796392,CHEBI:46345,UMLS:C4721579
CHEBI:5088,CHEBI:135538,MONDO:0006624
UMLS:C0085272,CHEBI:7627,MONDO:0005133
CHEBI:94848,CHEBI:27732,MONDO:0008015
CHEBI:135096,CHEBI:16914,UMLS:C0080194
CHEBI:31498,DRUGBANK:DB11058,UMLS:C0043345
CHEBI:6909,CHEBI:6923,MONDO:0005993
CHEBI:182080,CHEBI:7459,UMLS:C0278140
CHEBI:22652,CHEBI:75832,MONDO:0001357
CHEBI:135096,CHEBI:16914,UMLS:C0423673
CHEBI:22652,CHEBI:46195,MONDO:0005812
CHEBI:15365,CHEBI:22652,MONDO:0005812
CHEBI:135735,CHEBI:5893,MONDO:0001162
CHEBI:31932,CHEBI:5778,MONDO:0010837
CHEBI:27470,CHEBI:75832,MONDO:0000755
CHEBI:27470,CHEBI:75832,MONDO:0000755
CHEBI:4814,CHEBI:5778,UMLS:C0862906
CHEBI:4784,CHEBI:5778,MONDO:0005044
CHEBI:135096,CHEBI:16914,UMLS:C0038045
CHEBI:5778,UMLS:C0065374,MONDO:0005044
CHEBI:5778,CHEBI:9241,MONDO:0005044
CHEBI:5778,CHEBI:3380,MONDO:0005044
CHEBI:5778,CHEBI:9434,MONDO:0005044
CHEBI:9434,CHEBI:5778,MONDO:0005044
CHEBI:2639,CHEBI:3013,MONDO:0005044
CHEBI:8028,CHEBI:2666,MONDO:0005618
CHEBI:3614,CHEBI:187892,MONDO:0002508
CHEBI:94557,CHEBI:4909,HP:0002487
CHEBI:8354,CHEBI:92712,UMLS:C0573242
DRUGBANK:DB15478,DRUGBANK:DB15815,MONDO:0002203
CHEBI:34764,CHEBI:74460,DRUGBANK:DB10426
UMLS:C0717758,CHEBI:44185,MONDO:0008383
CHEBI:17439,UNII:808T94CEU6,UMLS:C0009940
CHEBI:135222,CHEBI:8093,HP:0001742
CHEBI:10082,CHEBI:27373,HP:0001742
CHEBI:46195,CHEBI:31783,HP:0100607
CHEBI:36773,CHEBI:25187,HP:0001742
CHEBI:30429,CHEBI:30429,MONDO:0005815
CHEBI:4469,CHEBI:132233,MONDO:0005302
CHEBI:31498,UMLS:C0111046,UMLS:C0001707
CHEBI:17650,CHEBI:100241,MONDO:0001051
CHEBI:32914,CHEBI:116735,HP:0033050
CHEBI:7627,CHEBI:4903,MONDO:0005298
CHEBI:7507,UMLS:C0004599,UMLS:C0858739
CHEBI:2549,CHEBI:5551,MONDO:0001358
CHEBI:3697,CHEBI:190509,UMLS:C0851989
CHEBI:9150,CHEBI:49040,MONDO:0018328
CHEBI:49603,CHEBI:31348,MONDO:0007254
UNII:961YV2O515,UMLS:C1699394,MONDO:0006702
CHEBI:6909,CHEBI:6923,MONDO:0007019
CHEBI:16914,CHEBI:34764,MONDO:0006570
CHEBI:63627,CHEBI:77898,MONDO:0007019
CHEBI:31623,UNII:WA1RT89G9X,HP:0033195
CHEBI:47381,CHEBI:7789,NCIT:C34887
CHEBI:17650,CHEBI:6923,UMLS:C1322253
UNII:RUU8G67GQM,CHEBI:16914,MONDO:0008638
UNII:DPT0O3T46P,CHEBI:85994,MONDO:0005086
CHEBI:4470,CHEBI:31206,HP:0012735
CHEBI:74460,CHEBI:204734,MONDO:0002137
CHEBI:16914,CHEBI:34764,UMLS:C0239816
CHEBI:17650,CHEBI:17698,MONDO:0002137
CHEBI:6801,CHEBI:85078,MONDO:0005148
CHEBI:73274,CHEBI:6801,MONDO:0005148
CHEBI:68610,CHEBI:82720,MONDO:0005148
CHEBI:85078,CHEBI:6801,MONDO:0005148
CHEBI:6801,CHEBI:73274,MONDO:0005148
CHEBI:6801,CHEBI:68610,MONDO:0005148
CHEBI:31498,UNII:6V88E24N5T,UMLS:C2741638
CHEBI:15365,CHEBI:38545,MONDO:0005439
CHEBI:6762,CHEBI:17650,MONDO:0004980
CHEBI:9667,CHEBI:7507,MONDO:0004980
CHEBI:164200,CHEBI:28741,MONDO:0002508
CHEBI:164200,CHEBI:34393,UMLS:C0006435
UNII:3U02EL437C,CHEBI:47519,MONDO:0006014
DRUGBANK:DB10651,CHEBI:16914,MONDO:0002508
CHEBI:94557,CHEBI:44445,MONDO:0005578
CHEBI:74460,CHEBI:17650,MONDO:0005886
CHEBI:5088,CHEBI:135538,MONDO:0008171
CHEBI:182080,CHEBI:46195,UMLS:C0278138
CHEBI:182080,CHEBI:46195,UMLS:C0278138
CHEBI:15407,CHEBI:16714,HP:0031246
CHEBI:6832,CHEBI:15365,HP:0012531
CHEBI:3764,CHEBI:41879,MONDO:0024268
CHEBI:3504,CHEBI:48947,MONDO:0002258
CHEBI:9667,CHEBI:7507,MONDO:0043233
UMLS:C0010682,CHEBI:46905,MONDO:0004907
CHEBI:18258,CHEBI:18332,MONDO:0009718
CHEBI:29013,CHEBI:3077,MONDO:0002406
UMLS:C0041499,CHEBI:94725,UMLS:C0729771
CHEBI:27300,CHEBI:12777,MONDO:0100471
CHEBI:30746,CHEBI:17987,HP:0033050
CHEBI:25567,CHEBI:29279,MONDO:0018754
CHEBI:53579,CHEBI:84116,HP:0025095
UNII:K6BUU8J72P,UNII:2WU922TK3L,UMLS:C4049431
CHEBI:3614,CHEBI:6456,HP:0033050
CHEBI:31498,CHEBI:33130,UMLS:C0267167
CHEBI:37941,CHEBI:15365,UMLS:C3898658
CHEBI:4975,CHEBI:4909,MONDO:0043512
CHEBI:63611,CHEBI:41879,UMLS:C0015404
DRUGBANK:DB10340,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10332,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10335,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10330,DRUGBANK:DB10320,MONDO:0005114
DRUGBANK:DB10319,DRUGBANK:DB10321,MONDO:0005114
CHEBI:6970,UNII:D27V6190PM,MONDO:0011786
CHEBI:4470,CHEBI:52010,MONDO:0005607
CHEBI:9737,CHEBI:15640,MONDO:0019121
CHEBI:6456,CHEBI:9142,MONDO:0004605
CHEBI:15354,CHEBI:135523,UMLS:C0851439
CHEBI:9927,CHEBI:5778,CHEBI:165446
CHEBI:85984,CHEBI:3508,MONDO:0018944
CHEBI:3207,CHEBI:2549,MONDO:0004979
UMLS:C0071214,UMLS:C1372952,UMLS:C1963897
CHEBI:6650,CHEBI:32035,MONDO:0006022
PUBCHEM.COMPOUND:261004,CHEBI:15367,UMLS:C0796611
CHEBI:114785,CHEBI:175901,UMLS:C5395609
UMLS:C0657912,CHEBI:17439,MONDO:0020696
CHEBI:4702,CHEBI:9599,MONDO:0001792
CHEBI:6801,CHEBI:85078,MONDO:0005148
CHEBI:6801,CHEBI:85078,MONDO:0005300
CHEBI:68642,CHEBI:8382,MONDO:0008315
UNII:4RA0KN46E0,CHEBI:44185,MONDO:0100345
CHEBI:231416,UMLS:C4086207,UMLS:C0312854
CHEBI:93363,CHEBI:104017,HP:0200026
CHEBI:17594,CHEBI:15367,MONDO:0019289
CHEBI:17594,CHEBI:15367,MONDO:0019289
CHEBI:3077,CHEBI:29013,MONDO:0004980
CHEBI:6970,UNII:D27V6190PM,MONDO:0006875
CHEBI:46936,CHEBI:32322,MONDO:0005468
CHEBI:135772,CHEBI:31623,UMLS:C0442886
CHEBI:8080,CHEBI:63631,UniProtKB:Q13614-2
CHEBI:3504,CHEBI:48947,MONDO:0005002
CHEBI:8378,CHEBI:63845,MONDO:0001465
UNII:8L7891MRB6,UNII:PQX0D8J21J,MONDO:0005974
CHEBI:16469,CHEBI:231594,MONDO:0015842
CHEBI:28304,CHEBI:27373,NCIT:C3137
CHEBI:46195,CHEBI:135303,HP:0002487
CHEBI:3508,CHEBI:29377,MONDO:0005229
CHEBI:77260,CHEBI:3732,MONDO:0005113
UMLS:C0301812,UMLS:C2722896,MONDO:0001684
CHEBI:5778,CHEBI:2639,MONDO:0005009
CHEBI:63717,CHEBI:63577,UniProtKB:A0A8D1B937
CHEBI:7735,CHEBI:5118,MONDO:0002009
CHEBI:2549,CHEBI:5551,HP:0012735
CHEBI:85994,CHEBI:68478,UNII:D7RD81HE4W
CHEBI:135780,CHEBI:49575,UMLS:C4728126
CHEBI:51209,CHEBI:15365,HP:0001945
CHEBI:15765,CHEBI:39585,MONDO:0014231
PUBCHEM.COMPOUND:45357473,CHEBI:6715,MONDO:0005298
CHEBI:91514,CHEBI:31498,HP:0002027
UMLS:C1577331,UNII:4F4X42SYQ6,UniProtKB:A0A8D1C1M1
CHEBI:39548,CHEBI:2668,UMLS:C0522060
CHEBI:28864,CHEBI:47381,MONDO:0002046
UNII:N7Q9NLF11I,UMLS:C5418027,MONDO:0003778
CHEBI:85164,CHEBI:4672,MONDO:0005233
CHEBI:81569,UMLS:C1271607,MONDO:0000050
CHEBI:534,CHEBI:17924,MONDO:0001773
CHEBI:534,CHEBI:17924,MONDO:0004566
CHEBI:17234,CHEBI:4670,MONDO:0005252
CHEBI:21557,CHEBI:15428,MONDO:0004574
CHEBI:81569,UMLS:C1271607,MONDO:0021124
CHEBI:4754,CHEBI:9667,MONDO:0006816
CHEBI:3478,CHEBI:48947,MONDO:0005113
CHEBI:63918,CHEBI:63681,MONDO:0005920
CHEBI:17650,CHEBI:8357,MONDO:0005538
CHEBI:3077,PUBCHEM.COMPOUND:3467,MONDO:0021201
CHEBI:16914,CHEBI:16199,MONDO:0005083
CHEBI:7507,CHEBI:3001,MONDO:0002406
CHEBI:5779,CHEBI:135047,MONDO:0005709
CHEBI:100241,CHEBI:17650,MONDO:0021666
DRUGBANK:DB17091,DRUGBANK:DB15654,MONDO:0100130
CHEBI:46195,CHEBI:7789,UMLS:C1736180
CHEBI:15367,CHEBI:16199,MONDO:0017474
CHEBI:36560,DRUGBANK:DB11111,UMLS:C0037284
CHEBI:17650,CHEBI:8357,MONDO:0001046
CHEBI:4975,CHEBI:4909,MONDO:0019735
UNII:RUU8G67GQM,CHEBI:16914,MONDO:0044339
UNII:RUU8G67GQM,CHEBI:16914,MONDO:0044339
CHEBI:15365,CHEBI:51209,MONDO:0005709
CHEBI:15365,CHEBI:51209,UMLS:C0948780
CHEBI:17568,CHEBI:32188,MONDO:0001056
CHEBI:2676,CHEBI:48947,UMLS:C0264222
CHEBI:45863,CHEBI:27899,MONDO:0005233
CHEBI:3508,CHEBI:29377,UMLS:C4727977
CHEBI:3764,CHEBI:6909,MONDO:0100128
CHEBI:94848,CHEBI:27306,MONDO:0002317
CHEBI:17650,CHEBI:8357,MONDO:0002406
CHEBI:9667,CHEBI:29013,NCIT:C3137
UNII:4RA0KN46E0,CHEBI:44185,MONDO:0100345
CHEBI:94848,CHEBI:27306,HP:0002018
CHEBI:77260,CHEBI:47381,EFO:0009573
CHEBI:76612,CHEBI:135515,CHEBI:91326
CHEBI:31623,CHEBI:7507,MONDO:0021666
CHEBI:7507,CHEBI:36560,MONDO:0021201
UNII:AG9MHG098Z,UNII:O43472U9X8,MONDO:0007915
CHEBI:16336,CHEBI:6456,HP:0100678
CHEBI:9332,CHEBI:45924,MONDO:0005441
CHEBI:45924,CHEBI:9332,MONDO:0005662
CHEBI:3682,CHEBI:16914,MONDO:0004785
CHEBI:39548,CHEBI:2668,MONDO:0002928
CHEBI:38545,CHEBI:9927,MONDO:0002928
UMLS:C2587184,UMLS:C0040018,HP:0000225
CHEBI:17650,CHEBI:46859,UMLS:C0033775
CHEBI:9667,CHEBI:7507,MONDO:0006570
UNII:2WU922TK3L,UNII:K6BUU8J72P,UMLS:C4049392
CHEBI:5147,CHEBI:6970,MONDO:0004979
CHEBI:6970,UNII:D27V6190PM,MONDO:0005091
CHEBI:52010,CHEBI:8093,UMLS:C0152029
CHEBI:32139,CHEBI:8768,MONDO:0005412
CHEBI:9667,CHEBI:47381,MONDO:0021245
CHEBI:64312,CHEBI:145499,MONDO:0004975
CHEBI:74460,CHEBI:34764,MONDO:0004795
CHEBI:34764,CHEBI:7507,MONDO:0004795
CHEBI:47381,CHEBI:6456,HP:0003326
CHEBI:75832,CHEBI:27470,HP:0100507
PUBCHEM.COMPOUND:135484651,CHEBI:29034,HP:0100507
CHEBI:17439,CHEBI:27470,HP:0100507
CHEBI:84115,CHEBI:93363,MONDO:0005551
CHEBI:30742,CHEBI:16997,MONDO:0006733
CHEBI:31515,CHEBI:135931,MONDO:0007186
CHEBI:41879,CHEBI:17698,MONDO:0003085
CHEBI:164200,CHEBI:28741,UMLS:C0011389
CHEBI:9321,CHEBI:28971,UMLS:C0005660
CHEBI:168396,UMLS:C0010592,UMLS:C0238217
CHEBI:3614,CHEBI:94563,UMLS:C0011389
CHEBI:69478,CHEBI:66964,MONDO:0005301
CHEBI:74460,CHEBI:17650,MONDO:0001461
CHEBI:91780,CHEBI:6456,MONDO:0004872
PUBCHEM.COMPOUND:3467,CHEBI:41879,UMLS:C4551678
CHEBI:32687,CHEBI:39098,MONDO:0003471
CHEBI:17548,CHEBI:81862,MONDO:0007186
CHEBI:2676,CHEBI:6375,UMLS:C4510851
UNII:4F4X42SYQ6,UMLS:C1699394,UMLS:C1868944
CHEBI:3508,CHEBI:29377,UMLS:C1112209
UNII:YH9K692U9S,CHEBI:31623,UMLS:C5848051
CHEBI:32139,CHEBI:135598,MONDO:0005053
CHEBI:63606,CHEBI:46345,MONDO:0005575
CHEBI:6456,CHEBI:41879,MONDO:0002127
CHEBI:50848,CHEBI:135611,MONDO:0005608
CHEBI:3504,CHEBI:48947,MONDO:0004652
PUBCHEM.COMPOUND:24479,PUBCHEM.COMPOUND:6452753,MONDO:0019019
CHEBI:48947,CHEBI:472657,MONDO:0004652
CHEBI:17439,CHEBI:31607,MONDO:0001357
CHEBI:31625,CHEBI:28674,NCIT:C3137
UMLS:C1609165,CHEBI:44185,CHEBI:44185
CHEBI:175901,CHEBI:27899,UMLS:C0862432
CHEBI:9321,CHEBI:28971,UMLS:C0392618
CHEBI:70735,CHEBI:6504,MONDO:0024613
CHEBI:135976,CHEBI:25187,UMLS:C0038045
CHEBI:145499,CHEBI:64312,MONDO:0004975
DRUGBANK:DB15483,DRUGBANK:DB15595,MONDO:0005737
CHEBI:8713,CHEBI:5778,MONDO:0005044
CHEBI:15365,CHEBI:51173,UMLS:C0852402
CHEBI:5778,CHEBI:3127,MONDO:0005044
CHEBI:8093,CHEBI:5855,UMLS:C0852402
CHEBI:5778,CHEBI:3347,MONDO:0005044
CHEBI:3013,CHEBI:7444,MONDO:0005044
CHEBI:46195,CHEBI:7789,HP:0002487
CHEBI:52010,CHEBI:9667,UMLS:C0274435
CHEBI:177605,CHEBI:7735,MONDO:0004985
CHEBI:4639,CHEBI:92712,UMLS:C0947873
CHEBI:41879,CHEBI:52010,MONDO:0005642
CHEBI:16204,CHEBI:31038,MONDO:0004868
CHEBI:3125,CHEBI:34914,MONDO:0002203
DRUGBANK:DB10651,CHEBI:16914,UMLS:C0235324
CHEBI:6650,CHEBI:32035,UMLS:C0268015
CHEBI:52010,CHEBI:9667,MONDO:0005271
CHEBI:74460,CHEBI:17650,HP:0033120
UNII:FZG87K1MQ6,CHEBI:46195,MONDO:0004169
UNII:DPT0O3T46P,CHEBI:63616,UMLS:C0278987
CHEBI:32914,CHEBI:6456,UMLS:C0700184
CHEBI:29228,CHEBI:28741,MONDO:0001041
CHEBI:46195,CHEBI:76128,HP:0100607
CHEBI:8024,CHEBI:2668,MONDO:0005098
CHEBI:46195,CHEBI:22652,HP:0100607
CHEBI:177605,CHEBI:7735,MONDO:0004985
CHEBI:50815,CHEBI:4903,HP:0100607
CHEBI:10082,PUBCHEM.COMPOUND:657309,HP:0001742
CHEBI:5134,CHEBI:2950,HP:0001742
CHEBI:46195,CHEBI:7789,HP:0012228
CHEBI:8654,CHEBI:135610,MONDO:0004664
CHEBI:3077,CHEBI:50749,MONDO:0005083
UMLS:C5421138,CHEBI:50381,MONDO:0008199
CHEBI:100241,CHEBI:41879,MONDO:0001051
CHEBI:132233,CHEBI:4469,MONDO:0005302
CHEBI:26710,CHEBI:17234,HP:0001944
CHEBI:6456,CHEBI:110423,MONDO:0009693
CHEBI:31415,CHEBI:28674,MONDO:0019085
CHEBI:135096,CHEBI:16914,HP:0032510
CHEBI:5062,CHEBI:71940,MONDO:0021259
CHEBI:9449,CHEBI:5551,MONDO:0001358
CHEBI:43830,CHEBI:63043,UMLS:C1610066
CHEBI:15367,CHEBI:16199,UMLS:C0851421
UMLS:C0305062,DRUGBANK:DB09877,MONDO:0005504
CHEBI:31623,PUBCHEM.COMPOUND:3467,UMLS:C1290009
CHEBI:52010,CHEBI:85537,UMLS:C0577662
CHEBI:6909,CHEBI:6923,MONDO:0007019
CHEBI:135136,CHEBI:6909,MONDO:0005292
CHEBI:3311,CHEBI:31498,MONDO:0007186
CHEBI:76128,CHEBI:94557,NCIT:C34887
CHEBI:31498,UNII:6V88E24N5T,HP:0033589
CHEBI:28304,CHEBI:27373,MONDO:0008638
CHEBI:85537,CHEBI:93837,HP:0012735
CHEBI:135408,CHEBI:5551,HP:0012735
CHEBI:2549,CHEBI:135590,HP:0012735
CHEBI:16914,CHEBI:34764,HP:0020083
CHEBI:135598,CHEBI:32139,MONDO:0007254
UMLS:C2346820,UMLS:C1367202,MONDO:0005012
CHEBI:5931,CHEBI:85662,MONDO:0005148
CHEBI:6801,CHEBI:40237,MONDO:0005148
CHEBI:17754,UNII:K679OBS311,UMLS:C0948595
CHEBI:27373,CHEBI:10082,MONDO:0011786
CHEBI:3738,PUBCHEM.COMPOUND:4786,MONDO:0011786
CHEBI:15882,CHEBI:16914,MONDO:0004980
CHEBI:46081,CHEBI:3764,MONDO:0006014
CHEBI:5855,CHEBI:4975,MONDO:0001126
CHEBI:88667,CHEBI:135312,MONDO:0005326
CHEBI:74460,CHEBI:17650,MONDO:0006570
CHEBI:53579,CHEBI:84116,MONDO:0001793
CHEBI:50742,CHEBI:16469,HP:0000858
CHEBI:3614,CHEBI:5130,CHEBI:18332
CHEBI:53579,CHEBI:52010,HP:0031246
CHEBI:46195,CHEBI:6456,HP:0001945
CHEBI:59477,CHEBI:3077,MONDO:0005230
CHEBI:3175,CHEBI:3176,MONDO:0006875
CHEBI:15365,CHEBI:6761,HP:0012531
CHEBI:3001,CHEBI:3764,MONDO:0024268
CHEBI:188986,CHEBI:9599,MONDO:0006875
CHEBI:3614,CHEBI:6456,HP:0012531
CHEBI:74460,CHEBI:17650,MONDO:0005480
CHEBI:31498,CHEBI:135811,NCIT:C102529
CHEBI:9139,CHEBI:135962,MONDO:0005362
CHEBI:3311,UNII:472LWJ3Y9N,MONDO:0005298
CHEBI:32114,CHEBI:52010,MONDO:0005709
CHEBI:4636,CHEBI:8093,UMLS:C3257803
CHEBI:8214,CHEBI:4551,MONDO:0004981
UNII:K6BUU8J72P,UNII:2WU922TK3L,UMLS:C4049435
CHEBI:52010,CHEBI:8093,UMLS:C3257803
CHEBI:52010,CHEBI:51209,MONDO:0005709
CHEBI:85089,CHEBI:85083,UMLS:C4049431
CHEBI:6923,PUBCHEM.COMPOUND:71586946,MONDO:0005915
CHEBI:82405,CHEBI:42355,MONDO:0011438
UNII:3U02EL437C,CHEBI:31174,MONDO:0011438
CHEBI:8354,CHEBI:92712,MONDO:0018019
CHEBI:8028,CHEBI:2666,MONDO:0002050
CHEBI:3183,CHEBI:8093,MONDO:0005709
CHEBI:39548,CHEBI:49040,MONDO:0005439
CHEBI:92712,CHEBI:8354,MONDO:0018019
CHEBI:2676,CHEBI:48947,MONDO:0100338
UNII:4O5J85GJJB,CHEBI:41879,UMLS:C0015404
DRUGBANK:DB10338,DRUGBANK:DB10320,MONDO:0005114
CHEBI:4636,CHEBI:8093,HP:0000989
CHEBI:17924,CHEBI:17754,MONDO:0025598
CHEBI:4470,CHEBI:30769,MONDO:0005607
UNII:K6BUU8J72P,UNII:2WU922TK3L,MONDO:0005155
CHEBI:41977,CHEBI:28680,UMLS:C0796611
CHEBI:39548,CHEBI:2668,MONDO:0005010
CHEBI:30746,CHEBI:17987,UMLS:C2363731
CHEBI:41879,CHEBI:63598,UMLS:C0851439
CHEBI:74460,CHEBI:17650,MONDO:0011438
CHEBI:41879,CHEBI:100241,MONDO:0004866
CHEBI:5088,CHEBI:135538,UMLS:C0863151
DRUGBANK:DB10401,DRUGBANK:DB10400,HP:0410324
CHEBI:77260,CHEBI:47381,EFO:0009573
UNII:DPT0O3T46P,UMLS:C0338204,MONDO:0003219
CHEBI:39548,CHEBI:15365,UMLS:C0919822
CHEBI:7627,CHEBI:16469,MONDO:0006004
CHEBI:6456,CHEBI:7476,UMLS:C0234251
UNII:2WU922TK3L,UNII:K6BUU8J72P,UNII:5QS67N4551
CHEBI:132967,CHEBI:132975,EFO:0004338
CHEBI:5134,CHEBI:5147,UniProtKB:A0A8D1C4Q1
CHEBI:3311,CHEBI:27300,MONDO:0005516
CHEBI:3311,CHEBI:27300,MONDO:0005516
UMLS:C0338204,CHEBI:4672,MONDO:0024883
UMLS:C0378942,CHEBI:44185,MONDO:0020546
CHEBI:31608,CHEBI:27470,MONDO:0000755
CHEBI:31608,CHEBI:27470,MONDO:0000755
CHEBI:31638,CHEBI:233362,MONDO:0005151
UNII:UM5219H89V,CHEBI:27470,MONDO:0000755
UNII:UM5219H89V,CHEBI:27470,MONDO:0000755
CHEBI:2549,CHEBI:5551,HP:0030828
CHEBI:3510,CHEBI:48947,MONDO:0005002
CHEBI:63791,UNII:4F4X42SYQ6,UMLS:C0862906
CHEBI:50275,CHEBI:32139,MONDO:0001957
CHEBI:17562,CHEBI:16704,NCIT:C116600
CHEBI:75179,CHEBI:90879,UMLS:C0796392
CHEBI:94607,CHEBI:135538,HP:0001945
CHEBI:52010,CHEBI:5779,UMLS:C0749874
CHEBI:17306,CHEBI:18248,MONDO:0001357
CHEBI:31608,CHEBI:27470,UMLS:C1623040
CHEBI:6754,CHEBI:8461,UniProtKB:A0A8D0SEZ5
CHEBI:43602,CHEBI:9907,UNII:V9G7HR5L1Q
CHEBI:8768,CHEBI:31515,MONDO:0007186
CHEBI:100241,CHEBI:41879,HP:0000371
CHEBI:75998,CHEBI:75045,UMLS:C5395609
CHEBI:44185,UMLS:C3885145,MONDO:0100345
CHEBI:10082,CHEBI:27373,MONDO:0005961
UMLS:C0023607,CHEBI:81569,MONDO:0000050
CHEBI:31536,CHEBI:90926,CHEBI:91326
CHEBI:63577,CHEBI:76010,UMLS:C0877599
CHEBI:63577,CHEBI:76010,UniProtKB:A0A8D0ULR6
CHEBI:135780,CHEBI:31498,HP:0002487
CHEBI:4636,CHEBI:31206,HP:0012735
CHEBI:77032,CHEBI:85537,MONDO:0005249
CHEBI:135285,CHEBI:6801,UMLS:C3838797
CHEBI:135285,CHEBI:6801,CHEBI:6801
CHEBI:6801,UMLS:C0903898,MONDO:0005148
CHEBI:6801,CHEBI:135285,CHEBI:5931
CHEBI:6801,CHEBI:135285,UMLS:C0862906
UMLS:C1699394,MESH:C558471,MONDO:0003778
CHEBI:135547,CHEBI:94773,HP:0002027
CHEBI:28674,CHEBI:35176,UMLS:C0948595
UNII:LIA7Z4002P,CHEBI:15377,UMLS:C1112142
CHEBI:135624,CHEBI:83667,MONDO:0002406
CHEBI:8028,CHEBI:2666,MONDO:0001942
PUBCHEM.COMPOUND:45357473,CHEBI:135947,MONDO:0005298
UNII:K6BUU8J72P,UNII:2WU922TK3L,MONDO:0005155
CHEBI:132975,CHEBI:132967,EFO:0004338
CHEBI:6129,CHEBI:8093,HP:0200026
CHEBI:17334,CHEBI:17334,MONDO:0005441
UMLS:C0796392,CHEBI:28748,MONDO:0001944
UMLS:C5418027,UNII:N7Q9NLF11I,UNII:JSV288Q5CV
CHEBI:82720,CHEBI:6801,MONDO:0005148
CHEBI:176844,CHEBI:68642,MONDO:0000927
CHEBI:68642,CHEBI:8382,MONDO:0000927
CHEBI:26710,CHEBI:30769,MONDO:0001106
CHEBI:3614,CHEBI:187892,MONDO:0002635
CHEBI:50742,CHEBI:16469,UMLS:C0747771
CHEBI:125354,UMLS:C0210630,UMLS:C1698088
CHEBI:36560,CHEBI:116735,MONDO:0043653
CHEBI:26710,CHEBI:16899,MONDO:0002492
CHEBI:17650,CHEBI:2453,MONDO:0043653
CHEBI:3510,CHEBI:48947,MONDO:0100338
CHEBI:2453,CHEBI:17650,MONDO:0043653
CHEBI:7507,CHEBI:41879,MONDO:0005113
CHEBI:3764,CHEBI:3077,MONDO:0005984
CHEBI:164200,CHEBI:27373,UMLS:C0555971
CHEBI:74500,CHEBI:135624,MONDO:0021201
CHEBI:36560,CHEBI:50819,UMLS:C0424499
CHEBI:32139,CHEBI:135598,MONDO:0006716
CHEBI:77260,CHEBI:32139,MONDO:0001126
CHEBI:39561,CHEBI:135611,MONDO:0004641
CHEBI:7507,CHEBI:34764,MONDO:0005326
CHEBI:46195,CHEBI:8069,HP:0002027
CHEBI:16199,CHEBI:17650,MONDO:0005083
CHEBI:41774,CHEBI:9352,MONDO:0005031
UNII:O880NM097T,CHEBI:4027,MONDO:0012105
CHEBI:184335,CHEBI:16134,MONDO:0002317
CHEBI:81862,CHEBI:64733,MONDO:0003019
CHEBI:94557,CHEBI:47381,MONDO:0019735
CHEBI:3504,CHEBI:48947,UMLS:C0041912
CHEBI:5130,CHEBI:94557,HP:0002487
CHEBI:3510,CHEBI:48947,UMLS:C0041912
CHEBI:4464,CHEBI:46195,MONDO:0005709
UNII:RUU8G67GQM,CHEBI:16914,UMLS:C0549297
CHEBI:25187,DRUGBANK:DB11082,MONDO:0009848
CHEBI:52010,CHEBI:9667,MONDO:0006525
CHEBI:9321,CHEBI:229539,MONDO:0025598
CHEBI:45863,CHEBI:31355,MONDO:0005233
CHEBI:145428,CHEBI:28680,MONDO:0005223
CHEBI:8232,CHEBI:9421,UMLS:C5577613
